47,79,141,313,468,766,1078,1641,2203,2789
63,219,625,1468,3078,5236,8775,13637,19936,30858
110,671,2578,7612,18012,39942,81298,152543,256643,406908
328,2484,12218,44590,142914,324447,692215,1400857,2577316,4434975
546,7609,50246,222141,761385,2185209,5441499,12224532,25209302,48827166
1171,22468,200111,1112658,4563607,15222918,44045585,109847942,252014023,531027435
