28,108,208,375,684,931,1792,2187,2400,4114
80,297,864,2200,4104,8232,12480,20493,29900,43318
156,936,3568,11075,25452,53704,102208,182412,303500,486541
364,3015,14816,52300,152748,373331,811072,1627776,3024400,5282013
664,8856,59488,265425,912060,2608809,6526336,14593203,30194200,58322605
1340,26694,237520,1327250,5468256,18304636,52046400,131609286,302040500,641092606
