62,78,157,266,517,687,1412,1687,1828,3047
63,203,625,1656,3018,6140,9242,15034,23361,35862
110,765,2977,8953,20828,43816,81411,146075,243565,398425
297,2531,12660,43013,128561,307546,658834,1349389,2468902,4186680
532,7156,47715,211392,723075,2068795,5163863,11539408,23857513,46559923
1063,21233,188799,1052474,4333451,14458158,41513472,104477866,238400275,507650704
