78,78,203,312,648,969,1281,2059,3223,3891
63,265,734,1765,3359,6359,11003,16129,25286,38394
141,891,2999,8861,21229,44645,87280,154050,256907,418146
282,2641,12499,45343,130919,317358,692177,1414088,2549486,4440287
547,7578,50027,225360,765478,2194927,5460607,12304900,25352762,48925738
1157,22983,200471,1115001,4584918,15278618,43941518,110501300,252926710,533232986
