15,32,46,110,187,281,391,547,750,984
16,79,234,547,1062,1922,3187,5031,7532,10907
47,250,953,2704,6422,13375,25469,45032,75158,119674
94,766,3812,13547,38532,93767,204128,405553,752199,1315597
172,2344,15266,67595,230613,655885,1628071,3645679,7504595,14434229
360,6953,61126,338115,1385583,4597818,13046350,32866206,75185802,159862955
